Identifier;Portfolio;AssetClass;Country;AssetID;Nominal;TVPercent;TV;MacaulayDuration;Duration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;FXDelta;InflationDelta1bp;Counterparty;ISIN;Market;Variable;Type;Unit;T0;Day 2;shock_std;Comment;Effect;Method
CDSB100001853;900200;Credit Default Swap;Germany;CDS VW 20/06/2028 VP SOGE_FR;15000000.0;0.0193016499407662;-15080.217324585683;;1.6694221988789213;0.0;-25.09991714971793;-4708.67554869369;0.0;0.0;SGCIB;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1254.9958574858965;RateDelta1bp × shock_bps
CDSB100001853;900200;Credit Default Swap;Germany;CDS VW 20/06/2028 VP SOGE_FR;15000000.0;0.0193016499407662;-15080.217324585683;;1.6694221988789213;0.0;-25.09991714971793;-4708.67554869369;0.0;0.0;SGCIB;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-329607.2884085583;SpreadDelta1bp × shock_bps
CDSB100001670;900200;Credit Default Swap;Italy;CDS SANPAO 20/06/2028 AP GOLDMAN_SACHS_FR;-15000000.0;-0.2625855086152631;-1552465.9161277974;;1.6984748933576204;0.0;347.40939214947247;5097.563145544382;0.0;0.0;GSOH;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;17370.469607473624;RateDelta1bp × shock_bps
CDSB100001670;900200;Credit Default Swap;Italy;CDS SANPAO 20/06/2028 AP GOLDMAN_SACHS_FR;-15000000.0;-0.2625855086152631;-1552465.9161277974;;1.6984748933576204;0.0;347.40939214947247;5097.563145544382;0.0;0.0;GSOH;;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;968536.9976534325;SpreadDelta1bp × shock_bps
CDSB100001686;900200;Credit Default Swap;Netherlands;CDS KPN 20/06/2028 AP MORGAN_STAN_DE;-12500000.0;-0.0361292546730919;-140243.15453263515;;1.6976162766417664;0.0;47.77604574383691;3999.789319108441;0.0;0.0;MSESE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;2388.8022871918456;RateDelta1bp × shock_bps
CDSB100001686;900200;Credit Default Swap;Netherlands;CDS KPN 20/06/2028 AP MORGAN_STAN_DE;-12500000.0;-0.0361292546730919;-140243.15453263515;;1.6976162766417664;0.0;47.77604574383691;3999.789319108441;0.0;0.0;MSESE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;279985.25233759085;SpreadDelta1bp × shock_bps
CDSB100001110;900200;Credit Default Swap;Spain;CDS IBERDU 20/06/2027 AP JP_MORGAN_DE;-22000000.0;-0.0508330890632617;-223491.36527704427;;1.2102235178698135;0.0;47.920766838842326;4893.624738454332;0.0;0.0;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;2396.0383419421164;RateDelta1bp × shock_bps
CDSB100001110;900200;Credit Default Swap;Spain;CDS IBERDU 20/06/2027 AP JP_MORGAN_DE;-22000000.0;-0.0508330890632617;-223491.36527704427;;1.2102235178698135;0.0;47.920766838842326;4893.624738454332;0.0;0.0;JPMSE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;342553.73169180326;SpreadDelta1bp × shock_bps
CDSB100001742;900200;Credit Default Swap;Spain;CDS TELEFO 20/06/2028 VP MORGAN_STAN_DE;20000000.0;0.0467495089116771;140302.43255806027;;1.690580690113751;0.0;-61.563687660526334;-6351.87214505152;0.0;0.0;MSESE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-3078.1843830263165;RateDelta1bp × shock_bps
CDSB100001742;900200;Credit Default Swap;Spain;CDS TELEFO 20/06/2028 VP MORGAN_STAN_DE;20000000.0;0.0467495089116771;140302.43255806027;;1.690580690113751;0.0;-61.563687660526334;-6351.87214505152;0.0;0.0;MSESE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-444631.05015360645;SpreadDelta1bp × shock_bps
CDSB100001740;900200;Credit Default Swap;United Kingdom;CDS BRITEL-BritTel 20/06/2028 AP MORGAN_STAN_DE;-18000000.0;-0.0473612559391748;-166440.99117484604;;1.6947157544202087;0.0;62.521839363102735;5740.5211154310655;0.0;0.0;MSESE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;3126.091968155137;RateDelta1bp × shock_bps
CDSB100001740;900200;Credit Default Swap;United Kingdom;CDS BRITEL-BritTel 20/06/2028 AP MORGAN_STAN_DE;-18000000.0;-0.0473612559391748;-166440.99117484604;;1.6947157544202087;0.0;62.521839363102735;5740.5211154310655;0.0;0.0;MSESE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;401836.4780801746;SpreadDelta1bp × shock_bps
CDSB100001503;900200;Credit Default Swap;United Kingdom;CDS STELNV 20/12/2027 VP JP_MORGAN_DE;10000000.0;0.0028732266651293;-70315.28566454095;;1.3342738971158985;0.0;-2.986252642216136;-2646.3353148955403;0.0;0.0;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-149.31263211080682;RateDelta1bp × shock_bps
CDSB100001503;900200;Credit Default Swap;United Kingdom;CDS STELNV 20/12/2027 VP JP_MORGAN_DE;10000000.0;0.0028732266651293;-70315.28566454095;;1.3342738971158985;0.0;-2.986252642216136;-2646.3353148955403;0.0;0.0;JPMSE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-185243.47204268782;SpreadDelta1bp × shock_bps
CDSB100001671;900200;Credit Default Swap;United States;CDS BACORP 20/06/2028 VP BNP_PARIBAS_FR;20366598.778004076;0.0414014396396907;196625.45779149656;;1.6726651267796753;0.0;-53.94312651349527;-6255.884631396778;3224.9806401685505;0.0;BNPP;;Interest rates;RoW rates;absolute;bps;0;25;0.0025;Parallell shift;-1348.5781628373818;RateDelta1bp × shock_bps
CDSB100001671;900200;Credit Default Swap;United States;CDS BACORP 20/06/2028 VP BNP_PARIBAS_FR;20366598.778004076;0.0414014396396907;196625.45779149656;;1.6726651267796753;0.0;-53.94312651349527;-6255.884631396778;3224.9806401685505;0.0;BNPP;;Corp Spreads RoW;SE_FI;absolute;bps;0;40;0.004;Spread vs. swap rate;-250235.3852558711;SpreadDelta1bp × shock_bps
CDSB100001671;900200;Credit Default Swap;United States;CDS BACORP 20/06/2028 VP BNP_PARIBAS_FR;20366598.778004076;0.0414014396396907;196625.45779149656;;1.6726651267796753;0.0;-53.94312651349527;-6255.884631396778;3224.9806401685505;0.0;BNPP;;FX;EURUSD;relative;%;0;-5;-0.05;;-161.24903200842755;FXDelta × shock_dec
FR0012599645;900200;Fund Unit;Not Classified;GROUPAMA ULTRA SHORT TERM - IC;25825436.446225125;6.514340878742996;50617554.92515441;0.279943308746022;0.3275963921213385;3876.2395438049007;-1279.9927235569696;-2689.9259644769504;2.084721434473003e-08;0.0;;FR0012599645;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-63999.63617784848;RateDelta1bp × shock_bps
FR0012599645;900200;Fund Unit;Not Classified;GROUPAMA ULTRA SHORT TERM - IC;25825436.446225125;6.514340878742996;50617554.92515441;0.279943308746022;0.3275963921213385;3876.2395438049007;-1279.9927235569696;-2689.9259644769504;2.084721434473003e-08;0.0;;FR0012599645;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-188294.81751338652;SpreadDelta1bp × shock_bps
LU2550878602;900200;Fund Unit;Not Classified;GROUPAMA ALPHA FIXED INCOME PLUS - IC;13660215.194403768;2.39383566592234;18566996.61195246;0.591398399514606;0.5467374947918274;429.3950903835528;-1090.7690354308054;-1503.0485646220168;212.07267262650475;92.68783633093985;;LU2550878602;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-54538.45177154027;RateDelta1bp × shock_bps
LU2550878602;900200;Fund Unit;Not Classified;GROUPAMA ALPHA FIXED INCOME PLUS - IC;13660215.194403768;2.39383566592234;18566996.61195246;0.591398399514606;0.5467374947918274;429.3950903835528;-1090.7690354308054;-1503.0485646220168;212.07267262650475;92.68783633093985;;LU2550878602;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-105213.39952354117;SpreadDelta1bp × shock_bps
INFS10000294;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.0219 15/03/2034;-18819840.0;0.0433682966680112;5026.39673339203;;8.960426339629393;-48.69983947987938;-302.74132942853805;0.0;0.0;-16261.202025148668;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-15137.066471426902;RateDelta1bp × shock_bps
INFS10000294;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.0219 15/03/2034;-18819840.0;0.0433682966680112;5026.39673339203;;8.960426339629393;-48.69983947987938;-302.74132942853805;0.0;0.0;-16261.202025148668;JPMSE;;Other;Inflation Swap;absolute;bps;0;40;0.004;;-650448.0810059467;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000347;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.024 15/05/2044;-16100000.0;0.0905506455079399;110691.9541025327;;19.108694031226708;-1131.6908057268174;-1349.8228184163236;0.0;0.0;-28045.50592804178;CEP;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-67491.14092081618;RateDelta1bp × shock_bps
INFS10000347;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.024 15/05/2044;-16100000.0;0.0905506455079399;110691.9541025327;;19.108694031226708;-1131.6908057268174;-1349.8228184163236;0.0;0.0;-28045.50592804178;CEP;;Other;Inflation Swap;absolute;bps;0;40;0.004;;-1121820.2371216712;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000345;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.02404 15/05/2044;-16100000.0;0.0921008852844989;122189.87596959341;;19.107717003502884;-1170.7719146807192;-1372.9319747638906;0.0;0.0;-28045.50592804178;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-68646.59873819453;RateDelta1bp × shock_bps
INFS10000345;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.02404 15/05/2044;-16100000.0;0.0921008852844989;122189.87596959341;;19.107717003502884;-1170.7719146807192;-1372.9319747638906;0.0;0.0;-28045.50592804178;JPMSE;;Other;Inflation Swap;absolute;bps;0;40;0.004;;-1121820.2371216712;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000296;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.0246 15/03/2054;-17558580.0;0.1342300541249008;24556.368309016223;;28.844655899959438;-5227.462631761314;-3029.6329249292944;0.0;0.0;-47264.64201685157;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-151481.64624646472;RateDelta1bp × shock_bps
INFS10000296;900200;Index Linked Swap;Not Classified;INF EUR PAY EU-HICP 0.0246 15/03/2054;-17558580.0;0.1342300541249008;24556.368309016223;;28.844655899959438;-5227.462631761314;-3029.6329249292944;0.0;0.0;-47264.64201685157;JPMSE;;Other;Inflation Swap;absolute;bps;0;40;0.004;;-1890585.6806740628;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000295;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.0235 15/03/2044;37955580.0;-0.1742387886832403;22784.215923962183;;19.013525244428724;1746.489229204141;2574.664867065924;0.0;0.0;65782.85808318191;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;128733.24335329622;RateDelta1bp × shock_bps
INFS10000295;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.0235 15/03/2044;37955580.0;-0.1742387886832403;22784.215923962183;;19.013525244428724;1746.489229204141;2574.664867065924;0.0;0.0;65782.85808318191;JPMSE;;Other;Inflation Swap;absolute;bps;0;40;0.004;;2631314.3233272764;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000353;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02414 15/05/2044;15830000.0;-0.0934641650007544;-141707.7071858294;;19.167642614042588;1226.2525069093203;1393.2541498137;0.0;0.0;27575.177567757848;GIPB;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;69662.707490685;RateDelta1bp × shock_bps
INFS10000353;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02414 15/05/2044;15830000.0;-0.0934641650007544;-141707.7071858294;;19.167642614042588;1226.2525069093203;1393.2541498137;0.0;0.0;27575.177567757848;GIPB;;Other;Inflation Swap;absolute;bps;0;40;0.004;;1103007.1027103139;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000350;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02417 15/05/2044;5100000.0;-0.0307314460808815;-50251.438115810335;;19.147273719409778;411.4967215943095;458.1083539516847;0.0;0.0;8883.980138696465;CA;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;22905.417697584235;RateDelta1bp × shock_bps
INFS10000350;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02417 15/05/2044;5100000.0;-0.0307314460808815;-50251.438115810335;;19.147273719409778;411.4967215943095;458.1083539516847;0.0;0.0;8883.980138696465;CA;;Other;Inflation Swap;absolute;bps;0;40;0.004;;355359.2055478586;InflationDelta1bp × shock_bps (Other/Inflation Swap)
INFS10000349;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02422 15/05/2044;11270000.0;-0.069271057029257;-121137.11724049959;;19.16063952208932;946.1288287757332;1032.611671726967;0.0;0.0;19631.85414962925;GIPB;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;51630.58358634835;RateDelta1bp × shock_bps
INFS10000349;900200;Index Linked Swap;Not Classified;INF EUR REC EU-HICP 0.02422 15/05/2044;11270000.0;-0.069271057029257;-121137.11724049959;;19.16063952208932;946.1288287757332;1032.611671726967;0.0;0.0;19631.85414962925;GIPB;;Other;Inflation Swap;absolute;bps;0;40;0.004;;785274.1659851699;InflationDelta1bp × shock_bps (Other/Inflation Swap)
IRSB100007718;900200;Swap;Not Classified;IRS PAY EUR 2.1989%/REC EURIBOR6M 07/03/2073;-7580000.0;-0.9064204069375336;-6537253.523793838;30.374046384026883;8.857026823644397;-831663.43911574;20933.686786337228;0.0;0.0;0.0;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;1046684.3393168614;RateDelta1bp × shock_bps
IRSB100009460;900200;Swap;Not Classified;IRS REC EUR OIS/2.1272% 31/10/2025;-45000000.0;-5.778380265820974;-44944934.52668994;0.5989332651950682;0.5476199226871472;-1547.2522804791583;2638.9951534335733;0.0;0.0;0.0;BNPP;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;131949.75767167867;RateDelta1bp × shock_bps
IRSB100008990;900200;Swap;Not Classified;IRS REC EUR OIS/2.1782% 25/11/2025;-16000000.0;-2.069658860672642;-16095294.20450919;0.6687941453160462;0.6375137217075789;-691.2266131741188;1055.6388963422246;0.0;0.0;0.0;CA;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;52781.94481711123;RateDelta1bp × shock_bps
XS3038544790;981017;Bond;Australia;BRAMBLES LTD (EUR 3.625, 2-Apr-2033);3500000.0;0.8158286818404981;3349694.0613563797;6.980757741408475;7.218982921103042;19315.29754845593;-2406.33357991024;-2406.33357991024;0.0;0.0;;XS3038544790;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-120316.678995512;RateDelta1bp × shock_bps
XS3038544790;981017;Bond;Australia;BRAMBLES LTD (EUR 3.625, 2-Apr-2033);3500000.0;0.8158286818404981;3349694.0613563797;6.980757741408475;7.218982921103042;19315.29754845593;-2406.33357991024;-2406.33357991024;0.0;0.0;;XS3038544790;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-168443.3505937168;SpreadDelta1bp × shock_bps
XS2904849879;981017;Bond;Austria;RAIFFEISEN BANK INTERNATIONAL AG (EUR 5.250, 2-Jan-2035);4000000.0;0.9667925616691346;3937927.5592528605;4.084598253319214;4.107692172370264;8233.93931727402;-1689.1881487711098;-1689.1881487711098;0.0;0.0;;XS2904849879;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-84459.40743855548;RateDelta1bp × shock_bps
XS2904849879;981017;Bond;Austria;RAIFFEISEN BANK INTERNATIONAL AG (EUR 5.250, 2-Jan-2035);4000000.0;0.9667925616691346;3937927.5592528605;4.084598253319214;4.107692172370264;8233.93931727402;-1689.1881487711098;-1689.1881487711098;0.0;0.0;;XS2904849879;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-320945.74826651084;SpreadDelta1bp × shock_bps
BE0390201672;981017;Bond;Belgium;FLUVIUS SYSTEM OPERATOR CVBA (EUR 3.500, 12-Mar-2035);7000000.0;1.5994510896920469;6508054.981045421;8.44110565506039;8.268585287911602;5374.808575452634;-5702.640726868512;-5702.640726868512;0.0;0.0;;BE0390201672;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-285132.03634342557;RateDelta1bp × shock_bps
BE0390201672;981017;Bond;Belgium;FLUVIUS SYSTEM OPERATOR CVBA (EUR 3.500, 12-Mar-2035);7000000.0;1.5994510896920469;6508054.981045421;8.44110565506039;8.268585287911602;5374.808575452634;-5702.640726868512;-5702.640726868512;0.0;0.0;;BE0390201672;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-399184.8508807958;SpreadDelta1bp × shock_bps
BE6362152199;981017;Bond;Belgium;VGP (EUR 4.250, 29-Jan-2031);4000000.0;0.921545292510028;3816663.455979488;5.177247808487059;5.257930899555283;12143.7932385601;-2002.7583392618048;-2002.7583392618048;0.0;0.0;;BE6362152199;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-100137.91696309025;RateDelta1bp × shock_bps
BE6362152199;981017;Bond;Belgium;VGP (EUR 4.250, 29-Jan-2031);4000000.0;0.921545292510028;3816663.455979488;5.177247808487059;5.257930899555283;12143.7932385601;-2002.7583392618048;-2002.7583392618048;0.0;0.0;;BE6362152199;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-160220.6671409444;SpreadDelta1bp × shock_bps
FR0011949403;981017;Bond;France;CNP ASSURANCES (EUR 4.250, 5-Jun-2045);2000000.0;0.4830262163761593;2064241.2759767205;0.1808219179882401;0.1741679195300505;40.505012677271914;-37.4071750797521;-37.4071750797521;0.0;0.0;;FR0011949403;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1870.358753987605;RateDelta1bp × shock_bps
FR0011949403;981017;Bond;France;CNP ASSURANCES (EUR 4.250, 5-Jun-2045);2000000.0;0.4830262163761593;2064241.2759767205;0.1808219179882401;0.1741679195300505;40.505012677271914;-37.4071750797521;-37.4071750797521;0.0;0.0;;FR0011949403;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-7107.363265152899;SpreadDelta1bp × shock_bps
FR0012329845;981017;Bond;France;BNP PARIBAS SA (EUR 4.032, Perpetual);2800000.0;0.664503898319183;2823609.992888227;0.6547945216651956;0.6391402530064562;287.2419058188896;-186.35270793530708;-186.35270793530708;0.0;0.0;;FR0012329845;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-9317.635396765354;RateDelta1bp × shock_bps
FR0012329845;981017;Bond;France;BNP PARIBAS SA (EUR 4.032, Perpetual);2800000.0;0.664503898319183;2823609.992888227;0.6547945216651956;0.6391402530064562;287.2419058188896;-186.35270793530708;-186.35270793530708;0.0;0.0;;FR0012329845;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-35407.01450770834;SpreadDelta1bp × shock_bps
FR0013416146;981017;Bond;France;ELO SACA (EUR 2.375, 25-Apr-2025);3300000.0;0.7859735278886097;3362404.5721908407;0.0684931507408217;0.06553313923780643;22.172268101385175;-23.056224995308675;-23.056224995308675;0.0;0.0;;FR0013416146;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1152.8112497654338;RateDelta1bp × shock_bps
FR0013416146;981017;Bond;France;ELO SACA (EUR 2.375, 25-Apr-2025);3300000.0;0.7859735278886097;3362404.5721908407;0.0684931507408217;0.06553313923780643;22.172268101385175;-23.056224995308675;-23.056224995308675;0.0;0.0;;FR0013416146;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-6455.742998686429;SpreadDelta1bp × shock_bps
FR0013428414;981017;Bond;France;RENAULT S.A. (EUR 1.250, 24-Jun-2025);4600000.0;1.0789793411652175;4603562.033176934;0.2328767125559343;0.22826418199578882;124.0325018252484;-106.34882341902744;-106.34882341902744;0.0;0.0;;FR0013428414;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-5317.4411709513715;RateDelta1bp × shock_bps
FR0013428414;981017;Bond;France;RENAULT S.A. (EUR 1.250, 24-Jun-2025);4600000.0;1.0789793411652175;4603562.033176934;0.2328767125559343;0.22826418199578882;124.0325018252484;-106.34882341902744;-106.34882341902744;0.0;0.0;;FR0013428414;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-29777.670557327685;SpreadDelta1bp × shock_bps
FR0013510179;981017;Bond;France;ELO SACA (EUR 2.875, 29-Jan-2026);6700000.0;1.5353192316916786;6490235.167947496;0.8328767134618487;0.8095006264628924;896.4625941693939;-517.0360924267952;-517.0360924267952;0.0;0.0;;FR0013510179;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-25851.80462133976;RateDelta1bp × shock_bps
FR0013510179;981017;Bond;France;ELO SACA (EUR 2.875, 29-Jan-2026);6700000.0;1.5353192316916786;6490235.167947496;0.8328767134618487;0.8095006264628924;896.4625941693939;-517.0360924267952;-517.0360924267952;0.0;0.0;;FR0013510179;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-144770.10587950266;SpreadDelta1bp × shock_bps
FR00140009W6;981017;Bond;France;LA BANQUE POSTALE SA (EUR 0.875, 26-Jan-2031);2000000.0;0.4606902523697103;1959446.2120379428;0.5726027406255257;0.5570112171136511;165.6358450386395;-113.51900919442949;-113.51900919442949;0.0;0.0;;FR00140009W6;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-5675.9504597214745;RateDelta1bp × shock_bps
FR00140009W6;981017;Bond;France;LA BANQUE POSTALE SA (EUR 0.875, 26-Jan-2031);2000000.0;0.4606902523697103;1959446.2120379428;0.5726027406255257;0.5570112171136511;165.6358450386395;-113.51900919442949;-113.51900919442949;0.0;0.0;;FR00140009W6;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-21568.611746941602;SpreadDelta1bp × shock_bps
FR0014000NZ4;981017;Bond;France;RENAULT S.A. (EUR 2.375, 25-May-2026);6000000.0;1.4149184703714257;5950910.969524454;1.1194560847197232;1.1178748894271517;1361.5692571847535;-660.4631967892373;-660.4631967892373;0.0;0.0;;FR0014000NZ4;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-33023.15983946186;RateDelta1bp × shock_bps
FR0014000NZ4;981017;Bond;France;RENAULT S.A. (EUR 2.375, 25-May-2026);6000000.0;1.4149184703714257;5950910.969524454;1.1194560847197232;1.1178748894271517;1361.5692571847535;-660.4631967892373;-660.4631967892373;0.0;0.0;;FR0014000NZ4;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-184929.69510098643;SpreadDelta1bp × shock_bps
FR0014003G27;981017;Bond;France;VERALLIA SA (EUR 1.625, 14-May-2028);5000000.0;1.1573723921537165;4863122.4134325795;2.979279674925659;3.0523978682162376;5707.797140550409;-1442.0471695670076;-1442.0471695670076;0.0;0.0;;FR0014003G27;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-72102.35847835038;RateDelta1bp × shock_bps
FR0014003G27;981017;Bond;France;VERALLIA SA (EUR 1.625, 14-May-2028);5000000.0;1.1573723921537165;4863122.4134325795;2.979279674925659;3.0523978682162376;5707.797140550409;-1442.0471695670076;-1442.0471695670076;0.0;0.0;;FR0014003G27;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-115363.7735653606;SpreadDelta1bp × shock_bps
FR001400KWR6;981017;Bond;France;ELO SACA (EUR 6.000, 22-Mar-2029);8000000.0;1.6958593064350318;6853361.142097388;3.629909182807929;3.6014965101839915;10724.134795737313;-2483.360450551371;-2483.360450551371;0.0;0.0;;FR001400KWR6;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-124168.02252756854;RateDelta1bp × shock_bps
FR001400KWR6;981017;Bond;France;ELO SACA (EUR 6.000, 22-Mar-2029);8000000.0;1.6958593064350318;6853361.142097388;3.629909182807929;3.6014965101839915;10724.134795737313;-2483.360450551371;-2483.360450551371;0.0;0.0;;FR001400KWR6;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-695340.9261543838;SpreadDelta1bp × shock_bps
FR001400Y969;981017;Bond;France;AIR LIQUIDE SA (EUR 3.500, 21-Mar-2035);5000000.0;1.1710873259025405;4763376.743265262;8.475231362287156;9.212490939603038;40824.502825454365;-4203.629621378072;-4203.629621378072;0.0;0.0;;FR001400Y969;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-210181.4810689036;RateDelta1bp × shock_bps
FR001400Y969;981017;Bond;France;AIR LIQUIDE SA (EUR 3.500, 21-Mar-2035);5000000.0;1.1710873259025405;4763376.743265262;8.475231362287156;9.212490939603038;40824.502825454365;-4203.629621378072;-4203.629621378072;0.0;0.0;;FR001400Y969;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-294254.07349646505;SpreadDelta1bp × shock_bps
FR0128910454;981017;Bond;France;NEUCP ORANOF 20250212 20250423 2.82;3500000.0;0.8158752511011717;3492952.4028418222;0.0638888889443029;0.06283632009543537;22.56402065192675;-22.018709886302737;-22.018709886302737;0.0;0.0;;FR0128910454;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1100.9354943151368;RateDelta1bp × shock_bps
FR0128910454;981017;Bond;France;NEUCP ORANOF 20250212 20250423 2.82;3500000.0;0.8158752511011717;3492952.4028418222;0.0638888889443029;0.06283632009543537;22.56402065192675;-22.018709886302737;-22.018709886302737;0.0;0.0;;FR0128910454;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-1541.3096920411915;SpreadDelta1bp × shock_bps
FR0128957760;981017;Bond;France;NEUCP MSQTRE 100225 100425;8000000.0;1.8665761643309524;7992956.646221026;0.0277777778003708;0.027612421149112613;21.67575452537657;-21.902111706639523;-21.902111706639523;0.0;0.0;;FR0128957760;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1095.1055853319763;RateDelta1bp × shock_bps
FR0128957760;981017;Bond;France;NEUCP MSQTRE 100225 100425;8000000.0;1.8665761643309524;7992956.646221026;0.0277777778003708;0.027612421149112613;21.67575452537657;-21.902111706639523;-21.902111706639523;0.0;0.0;;FR0128957760;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-1533.1478194647666;SpreadDelta1bp × shock_bps
